3858241;1975;5485;1974;US;MA;597185;6;6;2;6;63;5;0;0.6;;0;;27;1;0.2;;
3398406;1968;3161;1965;US;FL;;4;;2;6;63;;12;;0.5694;;17.4167;;;;;
3557384;1971;4043;1969;US;MA;597185;6;;2;6;63;;13;;0;;14.75;;;;0.125;0.0769
3634889;1972;4400;1969;US;OH;;1;;2;6;63;;9;;0.1975;;15.3333;;;;;
3858242;1975;5485;1973;US;MI;;1;5;2;6;63;4;12;0.75;0.1528;0;11.0833;16.25;;;;
3319261;1967;2692;1965;US;OH;;2;;2;6;63;;3;;0;;13.3333;;;;;
3668705;1972;4547;1971;US;WI;;1;;2;6;63;;8;;0.4688;;10.5;;;;;
3707004;1972;4743;1971;US;WI;;1;;2;6;63;;19;;0.5706;;12.2105;;;;;
3858243;1975;5485;1973;FR;;445095;3;12;2;6;63;7;2;0.8571;0;0.2778;6;8.1429;0;0;0;0
3146465;1964;1705;;US;MI;;2;;2;6;63;;14;;0.2551;;;;;;;
3156927;1964;1782;;US;OH;;2;;2;6;63;;5;;0.32;;;;;;;
3221341;1965;2167;;US;MI;;2;;2;6;63;;4;;0;;;;;;;
3574238;1971;4120;1969;US;WI;313200;2;;2;6;63;;7;;0.449;;11.1429;;;;0.1667;0.1429
3681785;1972;4603;1971;US;NC;313200;2;;2;6;63;;8;;0.4063;;7.875;;;;0.4286;0.375
3684611;1972;4610;1970;US;WI;428400;2;;156;1;19;;6;;0.5;;3.6667;;;;0;0
3858245;1975;5485;1972;US;NY;237715;2;5;623;3;39;7;11;0.8571;0.4959;0.2778;6.4545;9.2857;0;0;0;0
3176316;1965;1922;;US;IL;;1;;623;3;39;;29;;0.459;;;;;;;
3553737;1971;4029;1969;US;CA;;1;;623;3;39;;15;;0.6844;;6.8;;;;;
3608095;1971;4288;1970;US;NJ;191390;2;;623;3;39;;19;;0.6094;;10.8947;;;;0;0
3621837;1971;4344;1970;US;CA;;1;;623;3;39;;7;;0.2449;;3.5714;;;;;
3699969;1972;4680;1971;US;VA;;1;;606;3;32;;34;;0.4152;;16.5;;;;;
3755824;1973;4995;1971;US;NY;445000;2;;623;3;39;;9;;0.4938;;7.5556;;;;0;0
3858246;1975;5485;1973;US;TX;;1;6;623;3;39;3;5;1;0.48;0.4444;16.8;5;;;;
3451067;1969;3462;1966;US;ID;;1;;623;3;39;;8;;0.5313;;15.5;;;;;
3503079;1970;3742;1967;US;CO;;4;;623;3;39;;15;;0.5244;;16.3333;;;;;
3601877;1971;4260;1970;US;FL;327985;2;;29;5;52;;4;;0.375;;13.25;;;;0;0
3858247;1975;5485;1973;US;CA;;1;4;623;3;39;5;7;0.6;0.2449;0;10.4286;15.2;;;;
3694819;1972;4659;1970;US;CA;;1;;623;3;39;;17;;0.6851;;16.7059;;;;;
3858248;1975;5485;1973;US;IN;;1;5;623;3;39;4;3;0.75;0;0;21.3333;7.5;;;;
3304558;1967;2608;1964;AU;;;5;;623;3;39;;9;;0.5679;;20.5556;;;;;
3641592;1972;4428;1970;US;MN;;1;;623;3;39;;9;;0.4938;;17.4444;;;;;
3706104;1972;4736;1971;US;OR;;1;;623;3;39;;5;;0;;15.2;;;;;
3858249;1975;5485;1973;US;TX;;1;17;4;6;65;7;13;0.8571;0;0;10.6923;6.1429;;;;
3289214;1966;2531;;US;CA;;2;;4;6;65;;5;;0;;;;;;;
3418664;1968;3287;1966;US;TX;;1;;4;6;65;;2;;0.5;;11;;;;;
3609772;1971;4295;1969;US;TX;;1;;4;6;65;;6;;0;;19;;;;;
3611446;1971;4302;1970;US;TX;;1;;4;6;65;;2;;0;;9;;;;;
3611447;1971;4302;1970;US;TX;;1;;4;6;65;;11;;0.1653;;12.0909;;;;;
3748663;1973;4960;1971;GB;;;1;;4;6;65;;3;;0;;7.6667;;;;;
3858250;1975;5485;1973;US;NY;;1;1;4;6;65;8;9;0.625;0;0;12.3333;10.875;;;;
3320622;1967;2699;1964;US;PA;;1;;4;6;65;;8;;0;;15.75;;;;;
3324482;1967;2720;1966;US;PA;;1;;4;6;65;;12;;0;;20.5833;;;;;
3331084;1967;2755;1965;US;PA;;1;;4;6;65;;12;;0;;20.9167;;;;;
3365730;1968;2951;1964;US;IL;;1;;4;6;65;;11;;0;;18.4545;;;;;
3546715;1970;4001;1968;US;PA;;1;;4;6;65;;10;;0;;15.6;;;;;
3858251;1975;5485;1973;US;WI;445930;2;17;4;6;65;7;3;0.5714;0.4444;0;3.3333;23.7143;1;0.1429;0;0
3092049;1963;1250;;US;IL;;2;;4;6;65;;2;;0;;;;;;;
3319588;1967;2692;1964;US;MO;;4;;4;6;65;;6;;0;;10;;;;;
3320907;1967;2699;1964;US;MO;;1;;4;6;65;;7;;0;;9.4286;;;;;
3694825;1972;4659;1970;US;WI;445930;2;;4;6;65;;7;;0.2449;;3.1429;;;;0.2;0.1429
3858252;1975;5485;1973;US;CA;;1;5;4;6;65;8;4;0.25;0.375;0.5;5.5;28.75;;;;
3458874;1969;3504;1966;US;CA;;1;;4;6;65;;5;;0.72;;12.8;;;;;
3724760;1973;4841;1971;US;FL;;1;;239;5;59;;11;;0.5124;;12.0909;;;;;
3858253;1975;5485;1973;CA;;;1;6;5;6;65;5;9;0.2;0.3704;0;13.2222;20.4;;;;
3097369;1963;1292;;US;OH;;1;;5;6;65;;4;;0;;;;;;;
3858254;1975;5485;1973;US;CA;;1;2;5;6;65;3;4;0.3333;0.375;0;14.25;11;;;;
3736601;1973;4904;1971;CA;;;1;;5;6;65;;5;;0.32;;8.8;;;;;
3858255;1975;5485;1973;US;IN;;1;3;5;6;65;4;1;0.5;0;0;4;13;;;;
3284812;1966;2510;;CA;;;3;;5;6;65;;9;;0;;;;;;;
3377635;1968;3028;1966;US;CA;;1;;5;6;65;;3;;0;;11;;;;;
3858256;1975;5485;1972;US;NY;;1;3;5;6;65;4;11;0.5;0.314;0.5;13.6364;21.75;;;;
3413665;1968;3259;1967;FR;;;3;;5;6;65;;7;;0.2449;;21.4286;;;;;
3695690;1972;4659;1971;US;CA;738408;2;;297;6;65;;18;;0.537;;16.5556;;;;0;0
3858257;1975;5485;1973;US;CT;;1;1;5;6;65;5;7;0.6;0.449;0;15.8571;13;;;;
3290704;1966;2538;;US;IL;;2;;5;6;65;;7;;0.6939;;;;;;;
3510888;1970;3784;1968;US;DE;165265;2;;5;6;65;;1;;0;;5;;;;0;0
3681796;1972;4603;1971;US;NC;254155;2;;5;6;65;;1;;0;;2;;;;0;0
3858259;1975;5485;1972;US;PA;23815;2;6;8;1;11;1;0;1;;0;;7;0;0;;
3390168;1968;3098;1964;DE;;;3;;558;1;14;;6;;0.6111;;17.1667;;;;;
3858260;1975;5485;1973;US;IL;;1;10;114;5;55;9;2;0.4444;0.5;0.375;9;15.1111;;;;
